X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,y
9.48,9.1,4.78,5.35,1.38,3.47,3.89,7.69,5.38,7.69,0.27,2.73,7.03,3.67,3.7,9.73,7.26,9.3,4.82,2.39,8.89
7.87,1.4,4.6,2.2,7.33,0.43,3.33,4.35,9.74,1.61,3.33,1.52,5.41,6.83,1.75,4.91,6.5,9.53,3.27,0.73,-14.84
3.39,3.02,5.08,4.89,8.15,2.83,0.93,9.25,5.59,3.67,9.66,7.03,0.81,8.84,5.31,6.9,4.02,6.96,0.52,1.96,-23.76
1.27,2.52,1.84,1.25,0.43,8.25,6.39,6.79,2.97,3.95,9.28,8.53,7.65,2.93,9.21,5.57,7.29,0.89,7.48,6.46,16.36
4.93,9.16,9.75,9.38,6.45,6.22,1.61,8.24,0.09,3.32,4.67,3.36,0.12,9.5,1.31,9.26,6.74,6.35,8.48,7.48,-32.69
7.37,0.8,6.07,2.55,8.54,9.26,2.81,2.2,1.56,2.06,0.54,9.09,3.23,1.37,6.34,7.36,3.35,6.65,4.26,7.6,-10.94
2.29,5.06,6.33,1.76,8.55,4.15,5.24,0.52,5.82,5.78,8.29,5.45,7.64,5.5,2.45,6.98,7.61,0.6,9.93,6.5,3.94
3.58,4.15,7.69,2.91,1.17,3.81,5.93,6.17,5.15,3.81,2.72,4.6,6.92,2.68,3.08,7.61,7.62,2.85,3.27,3.84,32.4
4.1,6.64,1.64,1.2,4.21,0.42,4.55,5.26,2.41,2.33,8.97,6.13,4.72,3.0,5.97,3.58,7.57,9.12,3.77,7.7,1.54
3.06,3.01,1.5,9.28,5.45,3.28,2.43,2.28,6.39,6.66,1.19,9.84,0.04,5.7,8.52,5.58,4.3,1.92,0.45,7.75,-44.42
9.56,8.18,8.46,1.03,1.54,0.05,6.49,0.54,5.85,2.56,4.17,6.21,3.02,6.27,6.75,5.24,7.26,6.38,0.42,0.03,53.36
9.68,0.86,1.2,6.47,0.17,6.77,4.11,6.25,1.64,8.3,4.1,4.37,3.11,2.43,2.51,3.38,6.69,7.88,5.7,8.75,-77.14
2.51,4.19,8.71,0.6,7.92,0.39,3.12,3.77,9.48,7.69,7.68,3.91,6.52,9.28,9.83,0.54,7.83,6.84,1.19,9.75,-17.08
8.32,0.04,7.73,1.96,9.2,6.08,7.97,1.17,2.86,8.64,3.95,2.63,2.89,6.04,0.62,1.36,1.93,4.34,7.74,3.37,-75.29
3.0,4.02,0.76,7.44,8.13,3.21,1.84,3.08,5.65,1.42,3.07,3.92,1.57,9.33,8.04,7.05,7.46,0.87,9.56,2.88,-22.65
6.48,3.68,2.88,6.88,9.3,8.86,2.34,6.73,8.14,9.51,0.34,6.29,0.56,2.21,4.24,2.54,7.86,2.92,6.53,2.7,-43.69
4.77,9.26,6.29,0.95,4.22,2.6,5.3,3.61,3.33,3.96,7.67,0.47,4.7,8.81,9.25,6.28,7.37,4.75,4.25,3.63,9.26
